src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,pkt_count,pkt_size_avg,bytes_sent,bytes_received,conn_count_last_10s,same_dst_count,srv_serror_rate,dst_host_srv_count,dst_host_same_srv_rate,is_malicious,attack_type,country_src,country_dst,entropy,flow_id,honeypot_flag
236.223.245.176,147.56.93.212,46890,6134,UDP,2203,808,956,19649,48441,7,2,0.77,35,0.2,0,SQL Injection,India,India,0.112,5626,0
211.113.251.122,4.98.160.60,54142,6235,ICMP,2698,139,135,29433,33295,49,7,0.38,10,0.25,0,Normal,China,India,0.175,5627,0
39.211.78.83,38.177.170.150,5993,6553,TCP,6585,643,830,632,18200,32,10,0.22,48,0.17,0,Normal,India,UK,0.522,5628,0
168.150.216.29,123.37.187.213,14402,6618,ICMP,6013,310,883,41556,28638,15,10,0.35,47,0.66,0,DDoS,Germany,China,0.531,5629,0
215.52.125.4,129.35.190.105,11024,6682,ICMP,2190,13,1233,42804,35671,12,16,0.92,14,0.62,0,Normal,China,India,0.347,5630,0
147.95.166.168,233.180.216.44,48248,5001,UDP,9080,360,1385,19209,1071,37,19,0.82,13,0.01,0,Normal,China,UK,0.744,5631,0
69.67.92.141,249.110.108.138,44855,6593,TCP,8202,738,558,42443,13601,10,23,0.78,31,0.46,1,Normal,Germany,China,0.899,5632,0
126.81.91.131,196.164.175.72,40929,7971,TCP,1323,722,235,31978,9648,12,10,0.89,23,0.31,1,Normal,Germany,USA,0.506,5633,0
58.15.147.54,1.97.14.104,19143,5202,UDP,1063,871,1067,25017,22297,45,26,0.07,43,0.0,0,Normal,UK,Russia,0.202,5634,0
1.31.176.227,57.44.235.233,61657,5495,ICMP,3336,883,1337,35795,12928,3,9,0.16,24,0.68,1,Normal,China,China,0.137,5635,0
106.253.74.130,254.83.50.181,41041,2162,ICMP,2155,967,956,13213,28603,5,12,0.45,45,0.91,0,Normal,Germany,Germany,0.869,5636,0
86.86.189.168,73.68.186.13,48789,1271,UDP,8531,175,1222,45868,43324,20,27,0.64,29,0.15,0,Normal,USA,USA,0.516,5637,0
246.90.21.245,204.137.78.163,54422,1128,UDP,8706,208,1325,5775,2314,17,3,0.09,47,0.95,0,Normal,India,Russia,0.711,5638,0
26.130.163.88,240.24.213.176,5280,5909,TCP,1505,696,1140,28281,30328,5,5,0.08,1,0.12,0,Normal,UK,China,0.37,5639,0
249.21.226.111,46.191.6.93,27317,6724,ICMP,5000,184,612,27274,13691,49,16,0.73,1,0.6,0,Normal,India,China,0.448,5640,0
20.58.49.31,194.100.76.6,17042,2069,TCP,9773,972,1017,33171,22104,48,11,0.99,42,0.73,0,Normal,USA,Russia,0.168,5641,0
69.100.11.46,33.7.64.253,59950,1660,ICMP,7473,230,1329,49666,4619,40,24,0.87,25,0.29,0,Normal,USA,USA,0.12,5642,0
80.152.92.76,163.59.122.195,42535,2502,UDP,4880,794,714,21251,7777,14,17,0.09,36,0.12,0,Normal,China,China,0.146,5643,0
15.253.164.52,190.243.217.245,19587,4324,TCP,796,857,135,36385,22382,13,22,0.2,27,0.37,1,Normal,China,USA,0.5,5644,0
77.73.20.176,154.16.161.190,54716,4638,UDP,2783,170,1453,46298,23879,7,23,0.34,39,0.83,0,Normal,USA,China,0.322,5645,0
173.207.163.132,78.187.197.142,34692,3377,UDP,8224,241,588,49416,1146,2,1,0.05,41,0.92,0,Normal,Russia,China,0.483,5646,0
226.56.85.2,234.89.34.127,19894,2406,TCP,1697,417,664,8425,41033,20,11,0.19,30,0.22,0,SQL Injection,Russia,India,0.215,5647,1
157.5.41.27,228.124.210.175,62105,6116,ICMP,5129,11,781,40650,968,22,11,0.94,5,0.6,1,Normal,India,China,0.978,5648,0
25.239.116.42,8.75.85.53,57277,2495,UDP,9465,775,274,24291,3149,41,11,0.83,8,0.3,1,Normal,Russia,USA,0.389,5649,0
108.13.217.123,142.54.63.147,37293,1302,ICMP,3075,489,622,6146,35967,24,29,0.32,25,0.65,1,Normal,USA,USA,0.951,5650,0
214.195.182.60,218.18.15.147,14452,1705,UDP,161,92,1270,49974,42403,30,24,0.91,8,0.69,0,Normal,Germany,China,0.551,5651,0
156.195.160.191,47.38.36.180,34888,4334,ICMP,7959,476,895,32826,33332,31,18,0.01,30,0.51,1,Ransomware,Germany,India,0.243,5652,0
227.73.146.189,107.153.171.60,61728,2513,TCP,3253,860,89,44952,29498,12,8,0.11,34,0.05,0,DDoS,UK,USA,0.344,5653,0
156.13.33.245,175.132.2.10,4400,5665,TCP,3856,576,74,7760,38425,26,17,0.09,21,0.16,0,Ransomware,Germany,Russia,0.977,5654,0
137.104.60.146,130.23.3.50,18975,1622,UDP,6034,878,1438,12352,4441,20,1,0.05,22,0.65,1,Normal,Russia,Germany,0.308,5655,0
80.17.100.104,158.248.42.81,45759,6202,UDP,3178,548,162,48607,15550,16,4,0.02,40,0.19,0,Normal,USA,China,0.338,5656,0
72.55.151.53,157.244.214.162,8343,5099,UDP,2407,615,1489,8396,34982,14,29,0.4,1,0.06,0,Normal,USA,India,0.902,5657,0
165.121.120.160,139.112.128.152,20925,3669,UDP,2492,211,59,15824,1112,3,20,0.63,18,0.73,1,Normal,USA,India,0.847,5658,0
22.218.80.249,201.24.144.112,53126,4576,ICMP,9957,730,1380,26138,6556,7,27,0.15,26,0.25,0,Normal,Germany,India,0.811,5659,0
7.145.90.226,79.205.149.62,49463,6734,ICMP,7572,376,490,25726,18772,49,8,0.38,23,0.42,1,Normal,China,USA,0.789,5660,0
143.244.32.215,77.167.166.221,3918,1574,UDP,5573,219,703,13041,37614,34,26,0.3,10,0.11,1,Normal,China,UK,0.374,5661,0
90.78.36.203,111.235.59.242,47636,4415,TCP,9106,874,760,42752,31410,22,23,0.55,12,0.18,0,DoS,China,UK,0.463,5662,0
174.249.11.147,50.65.150.202,26721,1450,ICMP,7899,873,897,23601,9452,42,12,0.87,33,0.29,1,Normal,China,UK,0.801,5663,0
220.185.24.108,109.13.192.253,25147,691,UDP,1023,870,1078,28320,5948,44,3,0.94,37,0.96,0,Normal,Russia,China,0.117,5664,0
5.127.37.20,140.47.38.229,9230,2567,TCP,806,472,1295,43165,7459,30,23,0.6,6,0.36,0,Normal,Germany,India,0.176,5665,0
247.31.232.225,68.233.112.197,30567,3252,TCP,800,856,1148,1628,5291,42,10,0.92,14,0.93,0,Normal,Germany,Germany,0.48,5666,0
34.254.113.73,220.54.144.153,3594,7841,ICMP,3598,687,1457,6621,33256,25,4,0.09,32,0.93,1,Normal,China,Germany,0.615,5667,0
80.6.108.60,230.64.153.112,15366,6893,ICMP,153,752,1277,43370,38341,44,6,0.45,28,0.68,1,Normal,UK,China,0.914,5668,1
199.211.156.215,225.21.47.185,23676,6714,TCP,5718,583,730,22290,33652,16,1,0.7,35,0.83,0,Normal,Germany,UK,0.494,5669,0
35.125.80.50,226.23.237.119,7156,306,UDP,4159,428,506,1057,15709,23,27,0.68,9,0.29,0,Normal,China,Germany,0.25,5670,0
108.191.15.157,199.162.24.39,64408,7028,ICMP,4358,274,316,7329,24622,8,18,0.84,3,0.75,0,Normal,Germany,USA,0.509,5671,0
20.31.249.78,15.220.41.238,58082,2959,ICMP,7330,264,1247,37427,11546,17,29,0.76,7,0.48,0,Normal,China,UK,0.62,5672,0
230.125.109.214,57.158.2.180,58457,5340,ICMP,7424,915,419,935,8693,47,9,0.22,37,0.46,0,Normal,India,India,0.981,5673,0
207.234.16.68,120.198.44.182,18327,7814,TCP,2476,561,324,14502,40469,19,20,0.39,25,0.93,0,Normal,China,USA,0.583,5674,0
175.71.98.145,236.210.47.109,64343,2798,ICMP,623,447,239,24553,10388,4,15,0.35,14,0.62,0,Normal,USA,USA,0.787,5675,0
93.242.191.33,178.234.250.104,11176,2299,TCP,8107,182,1090,3795,34379,31,23,0.46,31,0.0,1,Normal,UK,India,0.442,5676,0
26.45.197.8,44.226.69.190,5080,2996,ICMP,7918,898,729,6048,18030,25,13,0.26,34,0.51,1,Normal,China,India,0.41,5677,0
152.208.23.72,191.12.211.160,58131,7083,TCP,704,934,241,43632,119,3,17,0.28,38,0.05,0,Normal,India,UK,0.706,5678,0
87.23.144.199,212.18.90.17,16777,3947,TCP,5100,563,781,40709,43601,13,23,0.08,32,0.67,0,Normal,India,India,0.214,5679,0
149.103.221.168,222.126.248.181,38854,5660,TCP,1169,300,748,30388,49817,8,18,0.44,32,0.77,1,DoS,Russia,China,0.737,5680,0
207.180.136.1,41.109.224.156,14819,3463,UDP,7763,566,765,38777,18410,4,12,0.58,26,0.34,0,Normal,UK,USA,0.724,5681,0
13.21.13.236,170.41.227.213,49857,5239,TCP,7954,552,524,11230,22533,9,2,0.51,44,0.4,0,Normal,Russia,UK,0.124,5682,0
1.99.7.30,3.250.11.230,48071,5339,TCP,529,980,1437,15063,23796,27,27,0.34,17,0.86,0,Normal,Germany,UK,0.564,5683,0
128.79.167.90,184.212.202.217,52370,457,TCP,9158,104,406,30309,38372,34,3,0.69,5,0.14,1,Normal,India,UK,0.421,5684,0
107.190.194.108,28.127.12.229,62285,4817,UDP,8564,441,908,19371,21511,11,25,0.9,5,0.82,0,Normal,USA,Germany,0.371,5685,0
154.145.191.159,175.130.183.187,15253,6616,UDP,9801,620,878,47034,44985,15,25,0.11,6,0.92,0,Normal,Russia,China,0.772,5686,0
144.42.206.82,173.217.1.128,51895,4690,UDP,2783,524,612,45436,36317,28,21,0.28,5,0.81,0,Normal,Germany,Russia,0.483,5687,0
49.254.39.63,2.95.92.169,63830,936,UDP,9220,637,1411,22418,8084,30,15,0.12,26,0.44,1,Normal,India,Russia,0.695,5688,0
168.51.108.33,54.46.86.18,63498,6457,UDP,5868,776,1130,28132,38168,13,18,0.36,16,0.48,1,Normal,Russia,China,0.478,5689,0
36.121.82.236,14.135.235.81,11830,8063,TCP,8989,729,1403,48077,34379,4,17,0.32,2,0.25,0,Normal,China,India,0.207,5690,0
242.201.103.209,231.212.152.178,31562,7012,UDP,9477,591,497,7480,36977,45,23,0.17,36,0.07,0,Normal,Germany,USA,0.233,5691,0
118.29.149.84,141.4.199.25,61968,4322,UDP,6849,255,285,25292,17097,24,18,0.55,34,0.64,1,Normal,China,Russia,0.863,5692,0
247.137.119.208,128.57.177.132,19011,2372,ICMP,2382,458,1471,24032,10800,23,8,0.02,27,0.26,0,Normal,UK,China,0.662,5693,0
130.219.134.87,86.57.70.128,47911,5999,UDP,4241,42,881,18331,15533,19,5,0.49,31,0.87,0,Normal,UK,UK,0.864,5694,0
104.79.77.105,157.206.102.169,59370,430,TCP,4208,746,472,25669,8665,12,8,0.39,47,0.32,0,Normal,Russia,USA,0.891,5695,1
171.91.57.56,93.3.144.150,32234,35,TCP,6521,856,57,31020,25292,22,1,0.77,35,0.16,1,Ransomware,India,USA,0.66,5696,0
123.152.146.231,221.147.254.74,5599,116,TCP,4656,880,345,41690,40673,31,28,0.03,36,0.9,0,Normal,Germany,India,0.51,5697,0
162.12.24.203,81.192.236.24,40025,762,TCP,5055,41,343,45017,5377,30,16,0.98,44,0.81,0,Normal,Russia,China,0.318,5698,0
81.46.43.220,243.209.109.48,55103,2955,ICMP,9272,442,186,1106,2099,41,3,0.37,16,0.01,1,DDoS,India,UK,0.218,5699,0
181.189.177.168,153.146.253.144,4992,3083,TCP,3289,268,484,30857,39698,21,27,0.41,44,0.04,0,Normal,UK,USA,0.516,5700,0
147.165.171.109,191.148.134.249,60236,1519,ICMP,5323,845,1191,19643,3078,41,25,0.83,10,0.98,0,DoS,India,Russia,0.453,5701,0
222.129.6.60,219.203.155.249,58973,2690,UDP,3152,112,470,1121,11020,24,15,0.04,29,0.05,0,Normal,Germany,China,0.295,5702,0
178.180.15.236,5.185.117.189,62825,3543,UDP,9240,932,741,16932,36990,18,9,0.38,42,0.6,1,Normal,USA,USA,0.29,5703,0
163.186.168.147,154.113.146.102,47615,7285,ICMP,3191,240,456,29876,48073,1,14,0.4,2,0.16,0,DDoS,China,India,0.373,5704,0
116.209.166.18,214.220.247.241,11470,7152,TCP,3763,97,1381,37954,19632,45,29,0.71,34,0.08,0,Normal,China,Russia,0.324,5705,0
32.212.146.192,245.111.122.44,29751,7176,ICMP,6199,323,319,29187,10210,15,16,0.78,48,0.94,0,Normal,India,India,0.979,5706,0
14.212.1.206,232.5.123.221,20063,5566,ICMP,5472,328,1330,46311,45624,27,16,0.93,36,0.08,0,Normal,Germany,India,0.683,5707,1
86.138.250.32,65.32.252.227,39453,7296,TCP,2642,428,1217,12651,21548,16,21,0.39,23,0.78,0,Ransomware,India,India,0.687,5708,0
105.137.216.203,243.62.159.76,3445,1921,UDP,1888,939,851,42987,5280,11,1,0.72,48,0.14,0,Normal,Russia,Germany,0.968,5709,0
250.124.124.76,111.32.3.180,23735,7775,TCP,2192,721,757,21481,42471,45,17,0.91,9,0.47,0,Normal,China,Germany,0.895,5710,0
16.190.65.166,123.124.156.243,65276,6892,TCP,4603,623,725,7192,18214,33,6,0.65,42,0.35,0,Normal,Russia,Russia,0.976,5711,0
104.140.224.226,235.57.185.93,9453,459,TCP,1348,538,1017,33636,38350,46,22,0.16,34,0.85,0,Normal,Germany,India,0.589,5712,0
197.176.167.184,90.246.217.233,19046,5652,TCP,4658,488,1029,7004,19064,11,9,0.68,22,0.64,0,Normal,UK,China,0.112,5713,0
155.139.192.155,87.25.171.56,6746,7800,UDP,4972,565,1418,34788,18336,2,2,0.05,14,0.65,0,Normal,Russia,UK,0.151,5714,0
151.25.87.165,19.13.204.244,36124,342,ICMP,1232,808,1245,46529,22291,17,5,0.53,13,0.62,0,Normal,UK,UK,0.236,5715,0
123.214.146.116,2.18.1.54,37827,6539,TCP,4745,704,1015,11203,45999,38,3,0.47,39,0.86,0,Normal,Russia,UK,0.163,5716,1
228.43.119.73,255.213.176.150,41061,1158,TCP,7045,592,1350,35710,27876,41,21,0.13,27,0.16,0,Normal,Russia,Russia,0.542,5717,0
84.158.47.11,142.36.216.138,9383,3818,TCP,8160,206,328,15993,18718,28,8,0.75,46,0.29,0,DoS,China,Germany,0.406,5718,0
199.247.173.115,150.106.15.20,6247,5944,UDP,115,410,1331,2308,1154,25,8,0.94,43,0.81,0,DDoS,India,China,0.135,5719,0
6.113.245.101,67.161.30.161,41690,1439,UDP,165,408,844,24410,13560,22,27,0.38,22,0.4,0,Normal,Russia,UK,0.46,5720,0
254.166.37.173,85.88.111.169,43324,409,ICMP,9254,606,256,35999,34228,4,19,0.31,20,0.64,0,Normal,India,UK,0.641,5721,0
33.4.46.47,83.203.83.56,22139,5313,TCP,4243,50,183,30908,19574,10,16,0.16,6,0.99,0,Normal,Germany,Germany,0.998,5722,0
71.221.252.91,97.109.126.204,51766,7733,UDP,5961,827,770,39347,36846,12,18,0.84,34,0.02,0,Normal,India,UK,0.263,5723,0
176.214.180.221,203.139.215.238,57949,7422,UDP,3385,761,722,23322,21093,29,14,0.92,12,0.74,0,Normal,Germany,USA,0.894,5724,0
89.110.165.225,158.38.155.125,9194,3221,UDP,3273,806,511,49876,15768,39,26,0.31,28,0.15,0,Normal,UK,China,0.871,5725,0
172.221.33.25,129.23.89.77,7649,4218,TCP,9725,901,337,21962,45371,22,2,0.06,18,0.72,0,Normal,UK,India,0.773,5726,0
170.91.62.140,51.94.208.144,23387,7063,ICMP,1879,315,981,19547,3957,32,18,0.15,36,0.76,0,Normal,USA,India,0.847,5727,0
92.194.248.175,152.180.192.188,10290,3089,TCP,5994,697,1220,36578,17695,34,25,0.71,36,0.17,0,Normal,China,Germany,0.935,5728,0
187.205.51.148,136.167.130.251,19329,559,UDP,2332,881,748,23972,26287,21,19,0.89,7,0.07,1,Ransomware,Germany,India,0.9,5729,0
63.68.182.44,12.227.138.40,48337,6231,ICMP,9218,12,997,34617,25505,20,14,0.73,27,0.57,0,DDoS,Russia,USA,0.667,5730,0
195.165.117.46,54.236.203.121,29674,4814,ICMP,4717,93,1234,48456,23394,37,13,0.36,48,0.34,0,DDoS,Germany,UK,0.632,5731,0
140.120.220.103,229.236.175.53,44320,4087,UDP,5423,903,1244,7914,41154,18,13,0.54,10,0.06,0,Normal,UK,UK,0.824,5732,0
58.225.12.101,84.174.161.31,53869,3332,ICMP,6775,637,1243,35687,20011,6,16,0.25,47,0.48,0,Normal,Germany,UK,0.818,5733,0
189.134.43.151,247.29.229.167,62554,4350,UDP,5759,766,411,11108,34313,25,27,0.47,6,0.76,0,Normal,India,India,0.719,5734,0
114.190.188.42,148.10.168.35,59919,2474,ICMP,2176,162,1100,31047,42766,21,25,0.17,36,0.99,0,SQL Injection,USA,UK,0.411,5735,0
69.164.48.129,47.231.95.250,39752,7164,ICMP,4144,134,866,16271,8480,27,3,0.7,47,0.39,0,Normal,Germany,India,0.364,5736,0
9.219.77.213,136.99.200.137,31161,4236,ICMP,1588,543,602,8111,36465,16,21,0.76,49,0.68,0,Normal,China,USA,0.77,5737,0
112.139.248.190,78.122.248.67,47507,2125,UDP,6667,877,1381,12364,30098,33,25,0.48,31,0.48,0,DDoS,UK,USA,0.175,5738,0
107.232.238.205,165.207.163.62,14745,2770,UDP,3459,309,1108,39708,38978,17,17,0.67,30,0.58,0,Normal,USA,Russia,0.511,5739,0
133.198.6.219,108.21.170.33,37154,2699,UDP,1280,707,1340,37929,6630,14,8,0.14,49,0.02,0,DDoS,USA,China,0.772,5740,0
136.199.217.168,150.109.58.17,22500,5279,ICMP,6025,168,1465,18811,42736,4,5,0.94,3,0.79,1,Normal,Germany,India,0.715,5741,0
228.149.245.55,109.174.170.38,45290,4740,ICMP,4160,815,559,39813,19118,4,14,0.47,35,0.21,1,Normal,UK,UK,0.957,5742,0
11.211.115.67,175.34.92.173,39490,7089,UDP,1524,17,857,1844,33563,33,24,0.38,22,0.53,0,DDoS,India,UK,0.581,5743,0
97.77.8.134,224.247.108.45,8980,6466,ICMP,1704,762,1227,29488,48404,40,23,0.76,4,0.71,0,Normal,USA,India,0.85,5744,0
89.123.31.54,36.122.161.139,56867,7416,TCP,9952,682,694,33015,32744,31,23,0.78,17,0.18,0,Normal,Russia,UK,0.111,5745,0
242.216.225.254,87.5.128.143,18171,2763,TCP,5127,180,517,23237,10825,40,3,0.65,33,0.25,0,Normal,Russia,Russia,0.432,5746,0
76.105.179.163,47.29.230.95,6686,154,TCP,9767,990,698,3899,42712,22,11,0.16,26,0.24,0,Normal,Germany,UK,0.617,5747,0
217.199.146.147,46.9.38.15,26326,7169,ICMP,2453,884,1192,41632,8109,19,18,0.08,20,0.86,0,Normal,Germany,India,0.828,5748,0
80.234.161.120,191.202.249.90,31785,7829,ICMP,2297,249,1178,26459,12806,24,10,0.0,20,0.08,0,Botnet,China,Germany,0.479,5749,0
79.20.154.188,133.18.114.122,7614,126,TCP,6262,523,843,28286,23767,38,19,0.8,6,0.29,0,Normal,Germany,USA,0.19,5750,0
146.103.61.235,238.160.213.43,52103,3141,ICMP,2044,15,691,47622,49164,29,20,0.06,43,0.98,0,Normal,UK,China,0.798,5751,0
93.137.250.76,49.173.60.132,12453,2993,TCP,3781,71,72,36461,39401,42,10,0.51,47,0.56,1,Normal,UK,UK,0.902,5752,0
28.57.18.180,62.179.136.189,35003,7934,TCP,9481,363,551,22143,28927,13,14,0.53,16,0.55,0,Normal,USA,Russia,0.722,5753,0
163.224.187.234,203.246.65.101,42481,7927,ICMP,3908,723,1147,27441,38167,13,6,0.33,14,0.49,0,Normal,USA,India,0.995,5754,1
137.161.16.75,138.35.241.138,27833,1962,ICMP,2557,723,246,836,24478,36,10,0.48,35,0.57,0,Normal,India,Russia,0.24,5755,0
194.181.94.164,104.70.187.72,25774,1976,TCP,9665,203,78,22739,4463,23,27,0.25,34,0.27,1,DoS,Germany,China,0.607,5756,0
69.27.66.142,134.84.199.185,16452,474,UDP,3593,958,256,36221,48675,41,24,0.57,24,0.21,0,Normal,Germany,China,0.331,5757,0
215.67.75.73,215.54.204.185,39176,7351,ICMP,2864,259,1375,25270,19145,38,12,0.48,26,0.59,0,Normal,Germany,UK,0.304,5758,0
248.61.233.122,16.84.76.200,19201,6694,UDP,2931,158,1131,3033,30774,48,14,0.49,34,0.52,0,Ransomware,China,UK,0.967,5759,0
24.10.29.196,104.54.200.112,62901,3831,UDP,4306,434,484,13284,10938,20,26,0.66,23,0.26,0,Normal,Germany,India,0.616,5760,1
49.125.176.159,107.94.18.109,41470,7092,ICMP,1482,138,116,2196,22335,46,17,0.95,13,0.49,0,Normal,India,India,0.282,5761,0
129.131.234.207,11.68.99.155,31976,4320,TCP,2037,311,742,46371,11209,15,1,0.32,29,0.94,1,Normal,Russia,USA,0.325,5762,0
225.185.45.218,160.102.44.47,16366,6204,ICMP,6723,633,669,31289,34606,17,25,0.71,20,0.84,0,DDoS,Russia,USA,0.592,5763,0
227.35.142.38,39.87.219.139,51831,5962,TCP,7402,141,667,21484,2027,47,25,0.02,27,0.69,0,SQL Injection,India,India,0.222,5764,0
134.127.113.156,238.209.169.117,47721,2961,TCP,4357,72,595,48329,8031,46,22,0.61,15,0.4,0,Normal,China,USA,0.976,5765,0
103.98.117.226,1.77.166.85,36313,7771,UDP,4207,450,931,13051,45753,48,4,0.08,25,0.12,1,Normal,USA,China,0.778,5766,0
125.205.216.205,40.98.249.113,53562,2891,UDP,7870,185,1056,22375,42345,25,18,0.45,33,0.51,0,Normal,China,India,0.96,5767,0
192.41.84.150,66.95.2.114,23340,5488,TCP,3329,406,1063,29490,27708,17,13,0.75,38,0.43,0,Ransomware,Germany,Russia,0.358,5768,0
10.31.152.173,8.178.128.34,52441,1703,TCP,6088,167,931,9864,46134,40,3,0.49,36,0.32,0,Normal,India,China,0.457,5769,0
45.62.59.196,64.249.234.35,17425,448,UDP,1409,34,941,19748,31036,9,25,0.79,10,0.78,1,Normal,Russia,China,0.442,5770,0
176.147.96.7,225.247.99.243,34337,6078,ICMP,8777,191,1186,15288,37627,5,24,1.0,19,0.09,0,Normal,China,UK,0.804,5771,0
224.68.95.86,41.173.77.7,18736,644,UDP,4838,497,355,15904,34037,4,20,0.52,11,0.72,1,Normal,Germany,China,0.87,5772,0
227.95.147.146,82.72.63.92,9280,4046,ICMP,9742,728,1250,11730,7421,17,25,0.2,7,0.83,0,Normal,Germany,Russia,0.516,5773,0
148.176.12.221,210.78.244.134,16872,7567,TCP,4520,22,710,14221,45189,40,22,0.35,43,0.34,0,DoS,China,Germany,0.76,5774,0
123.80.176.170,81.133.16.206,31114,5308,UDP,5485,130,1224,13898,11477,30,6,0.98,24,0.66,0,Normal,USA,UK,0.776,5775,0
61.171.135.87,120.187.17.116,16064,6880,UDP,3261,42,417,6267,44867,16,20,0.15,6,0.75,0,DoS,Russia,UK,0.935,5776,0
138.153.170.233,198.2.33.8,21287,5155,TCP,3405,724,1408,14263,35388,28,11,0.52,22,0.66,0,Normal,USA,Russia,0.914,5777,0
216.179.222.144,78.57.187.84,36508,6710,ICMP,8088,81,1129,18563,10381,17,9,0.18,33,0.44,0,Normal,USA,Russia,0.962,5778,0
33.88.22.246,188.189.117.172,18153,5388,UDP,2602,224,1365,44785,30652,26,6,0.17,44,0.44,1,Normal,India,USA,0.95,5779,0
170.17.37.53,11.138.50.96,60526,7245,UDP,3442,813,203,3936,20082,13,1,0.03,40,0.67,1,Normal,Russia,UK,0.121,5780,0
13.22.68.219,133.247.5.120,34128,126,UDP,9751,252,131,48868,468,7,26,0.44,46,0.51,1,DoS,China,Russia,0.424,5781,0
55.12.69.110,83.81.161.26,54216,6677,TCP,1142,766,1074,23342,14948,29,25,0.33,8,0.1,1,Normal,China,Germany,0.213,5782,0
77.69.155.45,20.20.38.90,57503,6967,ICMP,697,457,1271,2537,938,11,17,0.24,48,0.88,0,Normal,China,USA,0.65,5783,0
224.202.205.77,49.64.219.246,45177,7448,TCP,8547,471,609,5924,6425,12,11,0.83,33,0.36,0,Normal,Russia,Germany,0.626,5784,0
102.254.247.251,247.253.89.66,40775,3481,ICMP,1081,229,144,13467,19312,14,24,0.46,44,0.64,0,Normal,Germany,USA,0.327,5785,0
189.104.8.158,252.80.139.129,39493,4688,UDP,9722,808,1239,9336,19533,49,7,0.89,19,0.97,1,Ransomware,UK,Germany,0.16,5786,0
171.126.3.156,165.85.127.90,63218,6901,TCP,8519,404,433,36412,20607,2,7,0.62,28,0.41,1,Normal,China,China,0.423,5787,0
125.102.232.32,42.9.184.202,49811,1231,ICMP,2438,116,1370,20999,10947,12,1,0.13,3,0.81,0,Normal,Germany,UK,0.976,5788,0
87.20.128.28,132.59.148.181,41922,7498,TCP,6146,578,290,24324,13489,4,18,0.06,5,0.12,0,Normal,USA,Russia,0.324,5789,0
135.155.26.14,226.69.241.65,17493,581,UDP,4116,366,379,43305,12701,40,5,0.43,34,0.78,1,Normal,India,India,0.223,5790,0
231.111.9.197,49.108.22.29,25541,5570,TCP,3508,756,1103,43595,35484,49,16,0.07,12,0.42,1,Normal,USA,China,0.844,5791,0
232.154.110.38,89.155.23.33,64468,2034,TCP,6883,664,436,1977,10829,38,27,0.83,21,0.89,0,Normal,Russia,Germany,0.298,5792,0
117.100.85.94,154.241.215.137,49388,6208,TCP,3968,729,50,23021,426,42,7,0.12,48,0.91,0,Normal,India,Germany,0.205,5793,0
30.73.242.152,163.31.207.21,27618,7557,TCP,9867,761,985,4906,12782,21,13,0.13,46,0.81,1,Normal,Germany,USA,0.743,5794,0
99.152.36.84,40.203.110.72,2481,1389,ICMP,2565,937,955,49175,22322,6,13,0.66,37,0.28,0,Normal,Germany,China,0.108,5795,0
109.132.131.135,94.118.102.164,43518,1118,ICMP,851,25,1112,44542,23995,28,6,0.01,7,0.6,1,DDoS,China,Russia,0.387,5796,0
21.28.212.103,112.249.62.99,34483,7301,UDP,1055,689,711,39974,23971,25,22,0.03,20,0.88,1,DoS,USA,China,0.565,5797,0
192.57.218.164,148.110.243.67,50685,3201,UDP,9695,144,1496,14713,38849,41,2,0.49,34,0.09,0,Normal,India,UK,0.73,5798,0
43.249.32.218,108.60.149.194,60137,5277,TCP,309,713,1312,1271,41729,22,18,0.75,1,0.95,0,Normal,China,Germany,0.727,5799,0
152.50.57.172,83.213.159.19,60447,581,TCP,6458,509,1206,38230,40128,10,10,0.82,44,0.32,1,Normal,USA,Germany,0.881,5800,1
219.77.16.254,244.59.136.195,37504,613,UDP,6590,437,476,30459,5769,35,28,0.77,27,0.7,0,Ransomware,Germany,Germany,0.565,5801,0
77.54.205.154,55.51.251.204,30557,3121,TCP,9138,588,329,37019,31573,41,12,0.95,14,0.42,0,Normal,China,Germany,0.271,5802,0
126.249.102.167,251.159.246.111,28468,2220,TCP,3125,972,1184,27818,30017,13,13,0.23,5,0.09,1,Normal,India,India,0.378,5803,1
189.24.63.232,49.206.44.113,26852,3146,TCP,1734,61,993,19033,19749,42,12,0.15,19,0.44,0,Ransomware,India,Germany,0.464,5804,0
205.238.189.131,26.63.186.134,20333,2582,TCP,9019,187,779,27994,15605,41,1,0.67,45,0.97,0,Normal,Germany,India,0.106,5805,0
170.63.162.68,242.73.109.152,62651,7356,ICMP,6248,591,1280,46034,3268,33,3,0.6,26,0.62,0,Normal,USA,China,0.38,5806,0
223.48.34.71,255.194.236.195,13992,5653,ICMP,3428,925,1081,16932,37731,21,5,0.38,48,0.86,0,DDoS,Russia,UK,0.647,5807,0
26.78.30.220,169.18.29.10,32413,4398,UDP,2853,612,286,40263,45031,11,29,0.43,12,0.16,1,Normal,China,UK,0.845,5808,0
99.186.189.123,8.66.246.244,60834,3441,TCP,2806,840,211,21006,44162,39,19,0.81,49,0.45,0,Normal,UK,China,0.704,5809,0
186.236.186.70,245.192.130.172,47113,4554,ICMP,403,211,1472,14205,44712,39,26,0.68,27,0.93,0,Normal,China,China,0.198,5810,0
